initial_alias,converted_alias,name,description,namespace
ENSMUSG00000020143,ENSMUSG00000020143,Dock2,dedicator of cyto-kinesis 2 [Source:MGI Symbol;Acc:MGI:2149010],"ARRAYEXPRESS,ENSG"
ENSMUSG00000069910,ENSMUSG00000069910,Spdl1,spindle apparatus coiled-coil protein 1 [Source:MGI Symbol;Acc:MGI:1917635],"ARRAYEXPRESS,ENSG"
ENSMUSG00000056427,ENSMUSG00000056427,Slit3,slit guidance ligand 3 [Source:MGI Symbol;Acc:MGI:1315202],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082309,ENSMUSG00000082309,Gm12123,predicted gene 12123 [Source:MGI Symbol;Acc:MGI:3652210],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018846,ENSMUSG00000018846,Pank3,pantothenate kinase 3 [Source:MGI Symbol;Acc:MGI:2387464],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051062,ENSMUSG00000051062,Fbll1,fibrillarin-like 1 [Source:MGI Symbol;Acc:MGI:3034689],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018848,ENSMUSG00000018848,Rars,arginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1914297],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018849,ENSMUSG00000018849,Wwc1,"WW, C2 and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:2388637]","ARRAYEXPRESS,ENSG"
ENSMUSG00000049336,ENSMUSG00000049336,Tenm2,teneurin transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1345184],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082087,ENSMUSG00000082087,Gm12138,predicted gene 12138 [Source:MGI Symbol;Acc:MGI:3651749],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042032,ENSMUSG00000042032,Mat2b,"methionine adenosyltransferase II, beta [Source:MGI Symbol;Acc:MGI:1913667]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020330,ENSMUSG00000020330,Hmmr,hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020328,ENSMUSG00000020328,Nudcd2,NudC domain containing 2 [Source:MGI Symbol;Acc:MGI:1277103],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020326,ENSMUSG00000020326,Ccng1,cyclin G1 [Source:MGI Symbol;Acc:MGI:102890],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084129,ENSMUSG00000084129,Hmgb1-ps1,"high mobility group box 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3768536]","ARRAYEXPRESS,ENSG"
ENSMUSG00000058809,ENSMUSG00000058809,Hspd1-ps3,"heat shock protein 1 (chaperonin), pseudogene 3 [Source:MGI Symbol;Acc:MGI:3651246]","ARRAYEXPRESS,ENSG"
ENSMUSG00000007653,ENSMUSG00000007653,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2 [Source:MGI Symbol;Acc:MGI:95620]","ARRAYEXPRESS,ENSG"
ENSMUSG00000055415,ENSMUSG00000055415,Atp10b,"ATPase, class V, type 10B [Source:MGI Symbol;Acc:MGI:2442688]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085533,ENSMUSG00000085533,Gm12146,predicted gene 12146 [Source:MGI Symbol;Acc:MGI:3649687],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086170,ENSMUSG00000086170,Gm12144,predicted gene 12144 [Source:MGI Symbol;Acc:MGI:3649685],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065601,ENSMUSG00000065601,Mir146,microRNA 146 [Source:MGI Symbol;Acc:MGI:2676831],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084889,ENSMUSG00000084889,Gm12148,predicted gene 12148 [Source:MGI Symbol;Acc:MGI:3649953],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020415,ENSMUSG00000020415,Pttg1,pituitary tumor-transforming gene 1 [Source:MGI Symbol;Acc:MGI:1353578],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020409,ENSMUSG00000020409,Slu7,SLU7 splicing factor homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2385598],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044707,ENSMUSG00000044707,Ccnjl,cyclin J-like [Source:MGI Symbol;Acc:MGI:2685723],"ARRAYEXPRESS,ENSG"
ENSMUSG00000045877,ENSMUSG00000045877,4933415A04Rik,RIKEN cDNA 4933415A04 gene [Source:MGI Symbol;Acc:MGI:1922977],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020405,ENSMUSG00000020405,Fabp6,fatty acid binding protein 6 [Source:MGI Symbol;Acc:MGI:96565],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044950,ENSMUSG00000044950,Pwwp2a,PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041278,ENSMUSG00000041278,Ttc1,tetratricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1914077],"ARRAYEXPRESS,ENSG"
ENSMUSG00000050541,ENSMUSG00000050541,Adra1b,"adrenergic receptor, alpha 1b [Source:MGI Symbol;Acc:MGI:104774]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087172,ENSMUSG00000087172,Gm12153,predicted gene 12153 [Source:MGI Symbol;Acc:MGI:3649294],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041231,ENSMUSG00000041231,Ublcp1,ubiquitin-like domain containing CTD phosphatase 1 [Source:MGI Symbol;Acc:MGI:1933105],"ARRAYEXPRESS,ENSG"
ENSMUSG00002075244,ENSMUSG00002075244,Gm55501,"predicted gene, 55501 [Source:MGI Symbol;Acc:MGI:6847471]","ARRAYEXPRESS,ENSG"
ENSMUSG00000019189,ENSMUSG00000019189,Rnf145,ring finger protein 145 [Source:MGI Symbol;Acc:MGI:1921565],"ARRAYEXPRESS,ENSG"
ENSMUSG00000057098,ENSMUSG00000057098,Ebf1,early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080981,ENSMUSG00000080981,Gm12161,predicted gene 12161 [Source:MGI Symbol;Acc:MGI:3649484],"ARRAYEXPRESS,ENSG"
ENSMUSG00002075680,ENSMUSG00002075680,Gm55531,"predicted gene, 55531 [Source:MGI Symbol;Acc:MGI:6847531]","ARRAYEXPRESS,ENSG"
ENSMUSG00000006169,ENSMUSG00000006169,Clint1,clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044847,ENSMUSG00000044847,Lsm11,U7 snRNP-specific Sm-like protein LSM11 [Source:MGI Symbol;Acc:MGI:1919540],"ARRAYEXPRESS,ENSG"
ENSMUSG00000011254,ENSMUSG00000011254,Thg1l,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913878],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040489,ENSMUSG00000040489,Sox30,SRY (sex determining region Y)-box 30 [Source:MGI Symbol;Acc:MGI:1341157],"ARRAYEXPRESS,ENSG"
ENSMUSG00000069899,ENSMUSG00000069899,Gm12166,predicted gene 12166 [Source:MGI Symbol;Acc:MGI:3650635],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020411,ENSMUSG00000020411,Nipal4,NIPA-like domain containing 4 [Source:MGI Symbol;Acc:MGI:2444671],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020340,ENSMUSG00000020340,Cyfip2,cytoplasmic FMR1 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1924134],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048721,ENSMUSG00000048721,Fndc9,fibronectin type III domain containing 9 [Source:MGI Symbol;Acc:MGI:2443410],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081078,ENSMUSG00000081078,Gm12568,predicted gene 12568 [Source:MGI Symbol;Acc:MGI:3652153],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020397,ENSMUSG00000020397,Med7,mediator complex subunit 7 [Source:MGI Symbol;Acc:MGI:1913463],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082530,ENSMUSG00000082530,Gm12168,predicted gene 12168 [Source:MGI Symbol;Acc:MGI:3650839],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020399,ENSMUSG00000020399,Havcr2,hepatitis A virus cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2159682],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040413,ENSMUSG00000040413,Timd2,T cell immunoglobulin and mucin domain containing 2 [Source:MGI Symbol;Acc:MGI:2159681],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080776,ENSMUSG00000080776,Gm12174,predicted gene 12174 [Source:MGI Symbol;Acc:MGI:3651722],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020354,ENSMUSG00000020354,Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:1346525]","ARRAYEXPRESS,ENSG"
ENSMUSG00000081952,ENSMUSG00000081952,Gm12178,predicted gene 12178 [Source:MGI Symbol;Acc:MGI:3651496],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082250,ENSMUSG00000082250,Gm12181,predicted gene 12181 [Source:MGI Symbol;Acc:MGI:3651492],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083460,ENSMUSG00000083460,Gm12182,predicted gene 12182 [Source:MGI Symbol;Acc:MGI:3650366],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082454,ENSMUSG00000082454,Gm12183,predicted gene 12183 [Source:MGI Symbol;Acc:MGI:3652175],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020372,ENSMUSG00000020372,Rack1,receptor for activated C kinase 1 [Source:MGI Symbol;Acc:MGI:101849],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040365,ENSMUSG00000040365,Trim41,tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078154,ENSMUSG00000078154,Gm12184,predicted gene 12184 [Source:MGI Symbol;Acc:MGI:3652174],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040350,ENSMUSG00000040350,Trim7,tripartite motif-containing 7 [Source:MGI Symbol;Acc:MGI:2137353],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086245,ENSMUSG00000086245,Gm16170,predicted gene 16170 [Source:MGI Symbol;Acc:MGI:3805548],"ARRAYEXPRESS,ENSG"
ENSMUSG00000046879,ENSMUSG00000046879,Irgm1,immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058163,ENSMUSG00000058163,Gm5431,predicted gene 5431 [Source:MGI Symbol;Acc:MGI:3645205],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048852,ENSMUSG00000048852,Gm12185,predicted gene 12185 [Source:MGI Symbol;Acc:MGI:3652173],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078153,ENSMUSG00000078153,Psme2b,"protease (prosome, macropain) activator subunit 2B [Source:MGI Symbol;Acc:MGI:1341073]","ARRAYEXPRESS,ENSG"
ENSMUSG00000069893,ENSMUSG00000069893,9930111J21Rik1,RIKEN cDNA 9930111J21 gene 1 [Source:MGI Symbol;Acc:MGI:3041173],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040328,ENSMUSG00000040328,Or2v1,olfactory receptor family 2 subfamily V member 1 [Source:MGI Symbol;Acc:MGI:1333785],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078922,ENSMUSG00000078922,Tgtp1,T cell specific GTPase 1 [Source:MGI Symbol;Acc:MGI:98734],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084153,ENSMUSG00000084153,Gm12186,predicted gene 12186 [Source:MGI Symbol;Acc:MGI:3649200],"ARRAYEXPRESS,ENSG"
ENSMUSG00000069892,ENSMUSG00000069892,9930111J21Rik2,RIKEN cDNA 9930111J21 gene 2 [Source:MGI Symbol;Acc:MGI:3711310],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078921,ENSMUSG00000078921,Tgtp2,T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083178,ENSMUSG00000083178,Gm12187,predicted gene 12187 [Source:MGI Symbol;Acc:MGI:3651944],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078920,ENSMUSG00000078920,Ifi47,interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082116,ENSMUSG00000082116,Gm12188,predicted gene 12188 [Source:MGI Symbol;Acc:MGI:3651945],"ARRAYEXPRESS,ENSG"
ENSMUSG00000047511,ENSMUSG00000047511,Or2v2,olfactory receptor family 2 subfamily V member 2 [Source:MGI Symbol;Acc:MGI:3031230],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040283,ENSMUSG00000040283,Btnl9,butyrophilin-like 9 [Source:MGI Symbol;Acc:MGI:2442439],"ARRAYEXPRESS,ENSG"
ENSMUSG00000046311,ENSMUSG00000046311,Zfp62,zinc finger protein 62 [Source:MGI Symbol;Acc:MGI:99662],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020346,ENSMUSG00000020346,Mgat1,mannoside acetylglucosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:96973],"ARRAYEXPRESS,ENSG"
ENSMUSG00000059864,ENSMUSG00000059864,Or2y1g,olfactory receptor family 2 subfamily Y member 1G [Source:MGI Symbol;Acc:MGI:3031227],"ARRAYEXPRESS,ENSG"
ENSMUSG00000101750,ENSMUSG00000101750,Or2y1f,olfactory receptor family 2 subfamily Y member 1F [Source:MGI Symbol;Acc:MGI:3031226],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020357,ENSMUSG00000020357,Flt4,FMS-like tyrosine kinase 4 [Source:MGI Symbol;Acc:MGI:95561],"ARRAYEXPRESS,ENSG"
ENSMUSG00000064057,ENSMUSG00000064057,Scgb3a1,"secretoglobin, family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1915912]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020362,ENSMUSG00000020362,Cnot6,"CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]","ARRAYEXPRESS,ENSG"
ENSMUSG00000083061,ENSMUSG00000083061,Gm12191,predicted gene 12191 [Source:MGI Symbol;Acc:MGI:3651293],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081570,ENSMUSG00000081570,Gm12192,predicted gene 12192 [Source:MGI Symbol;Acc:MGI:3649287],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081934,ENSMUSG00000081934,Gm12193,predicted gene 12193 [Source:MGI Symbol;Acc:MGI:3651287],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020363,ENSMUSG00000020363,Gfpt2,glutamine fructose-6-phosphate transaminase 2 [Source:MGI Symbol;Acc:MGI:1338883],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020366,ENSMUSG00000020366,Mapk9,mitogen-activated protein kinase 9 [Source:MGI Symbol;Acc:MGI:1346862],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020374,ENSMUSG00000020374,Rasgef1c,"RasGEF domain family, member 1C [Source:MGI Symbol;Acc:MGI:1921813]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020376,ENSMUSG00000020376,Rnf130,ring finger protein 130 [Source:MGI Symbol;Acc:MGI:1891717],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065417,ENSMUSG00000065417,Mir340,microRNA 340 [Source:MGI Symbol;Acc:MGI:3619355],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036644,ENSMUSG00000036644,Tbc1d9b,"TBC1 domain family, member 9B [Source:MGI Symbol;Acc:MGI:1924045]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085192,ENSMUSG00000085192,Gm12195,predicted gene 12195 [Source:MGI Symbol;Acc:MGI:3651100],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020381,ENSMUSG00000020381,Mrnip,MRN complex interacting protein [Source:MGI Symbol;Acc:MGI:1915317],"ARRAYEXPRESS,ENSG"
ENSMUSG00000015837,ENSMUSG00000015837,Sqstm1,sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036620,ENSMUSG00000036620,Mgat4b,"mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020377,ENSMUSG00000020377,Ltc4s,leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097887,ENSMUSG00000097887,Gm26542,"predicted gene, 26542 [Source:MGI Symbol;Acc:MGI:5477036]","ARRAYEXPRESS,ENSG"
ENSMUSG00000050567,ENSMUSG00000050567,Maml1,mastermind like transcriptional coactivator 1 [Source:MGI Symbol;Acc:MGI:1890504],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020368,ENSMUSG00000020368,Canx,calnexin [Source:MGI Symbol;Acc:MGI:88261],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082545,ENSMUSG00000082545,Gm12196,predicted gene 12196 [Source:MGI Symbol;Acc:MGI:3650409],"ARRAYEXPRESS,ENSG"
ENSMUSG00000050087,ENSMUSG00000050087,Cby3,chibby family member 3 [Source:MGI Symbol;Acc:MGI:1923903],"ARRAYEXPRESS,ENSG"
ENSMUSG00000007850,ENSMUSG00000007850,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020375,ENSMUSG00000020375,Rufy1,RUN and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:2429762],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036545,ENSMUSG00000036545,Adamts2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]","ARRAYEXPRESS,ENSG"
ENSMUSG00000044807,ENSMUSG00000044807,Zfp354c,zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044296,ENSMUSG00000044296,Zfp879,zinc finger protein 879 [Source:MGI Symbol;Acc:MGI:3053099],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048728,ENSMUSG00000048728,Zfp454,zinc finger protein 454 [Source:MGI Symbol;Acc:MGI:2679253],"ARRAYEXPRESS,ENSG"
ENSMUSG00000049321,ENSMUSG00000049321,Zfp2,zinc finger protein 2 [Source:MGI Symbol;Acc:MGI:99167],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020335,ENSMUSG00000020335,Zfp354b,zinc finger protein 354B [Source:MGI Symbol;Acc:MGI:1351476],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020364,ENSMUSG00000020364,Zfp354a,zinc finger protein 354A [Source:MGI Symbol;Acc:MGI:103172],"ARRAYEXPRESS,ENSG"
ENSMUSG00000045942,ENSMUSG00000045942,BC049762,cDNA sequence BC049762 [Source:MGI Symbol;Acc:MGI:3039622],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020385,ENSMUSG00000020385,Clk4,CDC like kinase 4 [Source:MGI Symbol;Acc:MGI:1098551],"ARRAYEXPRESS,ENSG"
ENSMUSG00002076304,ENSMUSG00002076304,Gm55882,"predicted gene, 55882 [Source:MGI Symbol;Acc:MGI:6848229]","ARRAYEXPRESS,ENSG"
ENSMUSG00000063564,ENSMUSG00000063564,Col23a1,"collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020359,ENSMUSG00000020359,Phykpl,5-phosphohydroxy-L-lysine phospholyase [Source:MGI Symbol;Acc:MGI:1920197],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020358,ENSMUSG00000020358,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294],"ARRAYEXPRESS,ENSG"
ENSMUSG00000001056,ENSMUSG00000001056,Nhp2,NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547],"ARRAYEXPRESS,ENSG"
ENSMUSG00000001054,ENSMUSG00000001054,Rmnd5b,required for meiotic nuclear division 5 homolog B [Source:MGI Symbol;Acc:MGI:1913339],"ARRAYEXPRESS,ENSG"
ENSMUSG00000001053,ENSMUSG00000001053,N4bp3,NEDD4 binding protein 3 [Source:MGI Symbol;Acc:MGI:2442218],"ARRAYEXPRESS,ENSG"
ENSMUSG00000052563,ENSMUSG00000052563,D930048N14Rik,RIKEN cDNA D930048N14 gene [Source:MGI Symbol;Acc:MGI:2144709],"ARRAYEXPRESS,ENSG"
ENSMUSG00000007777,ENSMUSG00000007777,0610009B22Rik,RIKEN cDNA 0610009B22 gene [Source:MGI Symbol;Acc:MGI:1913300],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036391,ENSMUSG00000036391,Sec24a,"Sec24 related gene family, member A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924621]","ARRAYEXPRESS,ENSG"
ENSMUSG00000119011,ENSMUSG00000119011,Gm25291,"predicted gene, 25291 [Source:MGI Symbol;Acc:MGI:5455068]","ARRAYEXPRESS,ENSG"
ENSMUSG00000020386,ENSMUSG00000020386,Sar1b,secretion associated Ras related GTPase 1B [Source:MGI Symbol;Acc:MGI:1913647],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020387,ENSMUSG00000020387,Jade2,jade family PHD finger 2 [Source:MGI Symbol;Acc:MGI:1924151],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020392,ENSMUSG00000020392,Cdkn2aipnl,CDKN2A interacting protein N-terminal like [Source:MGI Symbol;Acc:MGI:1261797],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020390,ENSMUSG00000020390,Ube2b,ubiquitin-conjugating enzyme E2B [Source:MGI Symbol;Acc:MGI:102944],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086493,ENSMUSG00000086493,Gm12204,predicted gene 12204 [Source:MGI Symbol;Acc:MGI:3650262],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020389,ENSMUSG00000020389,Cdkl3,cyclin-dependent kinase-like 3 [Source:MGI Symbol;Acc:MGI:2388268],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084800,ENSMUSG00000084800,Gm12205,predicted gene 12205 [Source:MGI Symbol;Acc:MGI:3650261],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020349,ENSMUSG00000020349,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:1321159]","ARRAYEXPRESS,ENSG"
ENSMUSG00000108218,ENSMUSG00000108218,Or2y7,olfactory receptor family 2 subfamily Y member 7 [Source:MGI Symbol;Acc:MGI:3031206],"ARRAYEXPRESS,ENSG"
ENSMUSG00000060170,ENSMUSG00000060170,Or2y6,olfactory receptor family 2 subfamily Y member 6 [Source:MGI Symbol;Acc:MGI:3031205],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036309,ENSMUSG00000036309,Skp1,S-phase kinase-associated protein 1 [Source:MGI Symbol;Acc:MGI:103575],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086920,ENSMUSG00000086920,Gm12207,predicted gene 12207 [Source:MGI Symbol;Acc:MGI:3702399],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000782,ENSMUSG00000000782,Tcf7,"transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086395,ENSMUSG00000086395,A630014C17Rik,RIKEN cDNA A630014C17 gene [Source:MGI Symbol;Acc:MGI:3026989],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020402,ENSMUSG00000020402,Vdac1,voltage-dependent anion channel 1 [Source:MGI Symbol;Acc:MGI:106919],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036275,ENSMUSG00000036275,9530068E07Rik,RIKEN cDNA 9530068E07 gene [Source:MGI Symbol;Acc:MGI:2654705],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080951,ENSMUSG00000080951,Gm12208,predicted gene 12208 [Source:MGI Symbol;Acc:MGI:3650469],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036264,ENSMUSG00000036264,Fstl4,follistatin-like 4 [Source:MGI Symbol;Acc:MGI:2443199],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058073,ENSMUSG00000058073,Gm11189,predicted gene 11189 [Source:MGI Symbol;Acc:MGI:3650984],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020361,ENSMUSG00000020361,Hspa4,heat shock protein 4 [Source:MGI Symbol;Acc:MGI:1342292],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018239,ENSMUSG00000018239,Zcchc10,"zinc finger, CCHC domain containing 10 [Source:MGI Symbol;Acc:MGI:1196228]","ARRAYEXPRESS,ENSG"
ENSMUSG00000049470,ENSMUSG00000049470,Aff4,"AF4/FMR2 family, member 4 [Source:MGI Symbol;Acc:MGI:2136171]","ARRAYEXPRESS,ENSG"
ENSMUSG00000064719,ENSMUSG00000064719,Gm25930,"predicted gene, 25930 [Source:MGI Symbol;Acc:MGI:5455707]","ARRAYEXPRESS,ENSG"
ENSMUSG00000036216,ENSMUSG00000036216,Leap2,liver-expressed antimicrobial peptide 2 [Source:MGI Symbol;Acc:MGI:2672795],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044894,ENSMUSG00000044894,Uqcrq,"ubiquinol-cytochrome c reductase, complex III subunit VII [Source:MGI Symbol;Acc:MGI:107807]","ARRAYEXPRESS,ENSG"
ENSMUSG00000018238,ENSMUSG00000018238,Gdf9,growth differentiation factor 9 [Source:MGI Symbol;Acc:MGI:95692],"ARRAYEXPRESS,ENSG"
ENSMUSG00000072963,ENSMUSG00000072963,Gm10447,predicted gene 10447 [Source:MGI Symbol;Acc:MGI:3642647],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018387,ENSMUSG00000018387,Shroom1,shroom family member 1 [Source:MGI Symbol;Acc:MGI:1919024],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044352,ENSMUSG00000044352,Sowaha,sosondowah ankyrin repeat domain family member A [Source:MGI Symbol;Acc:MGI:2687280],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085718,ENSMUSG00000085718,Rpl9-ps3,"ribosomal protein L9, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3650675]","ARRAYEXPRESS,ENSG"
ENSMUSG00000018398,ENSMUSG00000018398,Septin8,septin 8 [Source:MGI Symbol;Acc:MGI:894310],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086851,ENSMUSG00000086851,A430108G06Rik,RIKEN cDNA A430108G06 gene [Source:MGI Symbol;Acc:MGI:2442478],"ARRAYEXPRESS,ENSG"
ENSMUSG00000018395,ENSMUSG00000018395,Kif3a,kinesin family member 3A [Source:MGI Symbol;Acc:MGI:107689],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000869,ENSMUSG00000000869,Il4,interleukin 4 [Source:MGI Symbol;Acc:MGI:96556],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020383,ENSMUSG00000020383,Il13,interleukin 13 [Source:MGI Symbol;Acc:MGI:96541],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084373,ENSMUSG00000084373,Rps2-ps4,"ribosomal protein S2, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3651115]","ARRAYEXPRESS,ENSG"
